item_id,family,templates,status,evidence,runtime_path,scripts
fpb-summary-mode,FPB,"STANDARD,CLASSIC,COMPACT,HORIZONTAL",CONFIRMED_CURRENT,app/assets/widgets/full-page/methods/responsive-layout-methods.js,app/assets/widgets/full-page/methods/responsive-layout-methods.js
fpb-selection-flow,FPB,"STANDARD,CLASSIC,COMPACT,HORIZONTAL",CONFIRMED_CURRENT,app/assets/widgets/full-page/methods/selection-navigation-methods.js,app/assets/widgets/full-page/methods/selection-navigation-methods.js
fpb-skeleton-loading,FPB,"STANDARD,CLASSIC,COMPACT,HORIZONTAL",CONFIRMED_CURRENT,app/assets/widgets/full-page/methods/product-grid-methods.js,app/assets/widgets/full-page/methods/product-grid-methods.js
fpb-validation-messaging,FPB,"STANDARD,CLASSIC,COMPACT,HORIZONTAL",CONFIRMED_CURRENT,app/assets/widgets/full-page/methods/validation-addons-methods.js,app/assets/widgets/full-page/methods/validation-addons-methods.js
fpb-discount-messaging,FPB,"STANDARD,CLASSIC,COMPACT,HORIZONTAL",CONFIRMED_CURRENT,app/assets/widgets/full-page/methods/discount-modal-methods.js,app/assets/widgets/full-page/methods/discount-modal-methods.js
fpb-mobile-slot-rendering,FPB,"STANDARD,CLASSIC,COMPACT,HORIZONTAL",CONFIRMED_CURRENT,app/assets/widgets/full-page/methods/mobile-summary-methods.js,app/assets/widgets/full-page/methods/mobile-summary-methods.js
fpb-sidebar-progress,FPB,"STANDARD,CLASSIC,COMPACT,HORIZONTAL",CONFIRMED_CURRENT,app/assets/widgets/full-page/methods/side-panel-methods.js,app/assets/widgets/full-page/methods/side-panel-methods.js
ppb-template-selection,PPB,"GRID, LIST, VERTICAL_SLOTS, HORIZONTAL_SLOTS",CONFIRMED_CURRENT,app/assets/widgets/product-page/templates/registry.js,app/assets/widgets/product-page/templates/registry.js
ppb-inpage-vs-modal-mode,PPB,"GRID, LIST, VERTICAL_SLOTS, HORIZONTAL_SLOTS",DISCOVERED_CURRENT,app/assets/widgets/product-page/methods/config-lifecycle-methods.js,app/assets/widgets/product-page/methods/config-lifecycle-methods.js
ppb-slot-orientation,PPB,"GRID, LIST, VERTICAL_SLOTS, HORIZONTAL_SLOTS",DISCOVERED_CURRENT,app/assets/widgets/product-page/templates/registry.js,app/assets/widgets/product-page/templates/registry.js
ppb-selection-drawer-state,PPB,"GRID, LIST, VERTICAL_SLOTS, HORIZONTAL_SLOTS",DISCOVERED_CURRENT,app/assets/widgets/product-page/methods/footer-modal-state-methods.js,app/assets/widgets/product-page/methods/footer-modal-state-methods.js
ppb-footer-messaging,PPB,"GRID, LIST, VERTICAL_SLOTS, HORIZONTAL_SLOTS",DISCOVERED_CURRENT,app/assets/widgets/product-page/methods/footer-modal-state-methods.js,app/assets/widgets/product-page/methods/footer-modal-state-methods.js
ppb-error-feedback,PPB,"GRID, LIST, VERTICAL_SLOTS, HORIZONTAL_SLOTS",DISCOVERED_CURRENT,app/assets/widgets/product-page/methods/modal-state-methods.js,app/assets/widgets/product-page/methods/modal-state-methods.js
